"tensor(3.8120, device='cuda:0')","tensor(-3.2156, device='cuda:0')","tensor(0.6057, device='cuda:0')"
"tensor(-2.8438, device='cuda:0')","tensor(4.9761, device='cuda:0')","tensor(-3.1495, device='cuda:0')"
"tensor(-3.8378, device='cuda:0')","tensor(5.7568, device='cuda:0')","tensor(-3.2224, device='cuda:0')"
"tensor(-3.1501, device='cuda:0')","tensor(4.8548, device='cuda:0')","tensor(-2.8603, device='cuda:0')"
"tensor(-2.7680, device='cuda:0')","tensor(4.7620, device='cuda:0')","tensor(-3.0936, device='cuda:0')"
"tensor(-3.7799, device='cuda:0')","tensor(5.8082, device='cuda:0')","tensor(-3.4628, device='cuda:0')"
"tensor(-3.4623, device='cuda:0')","tensor(4.8845, device='cuda:0')","tensor(-2.7346, device='cuda:0')"
"tensor(-3.3504, device='cuda:0')","tensor(4.7779, device='cuda:0')","tensor(-2.8095, device='cuda:0')"
"tensor(-2.3649, device='cuda:0')","tensor(5.3444, device='cuda:0')","tensor(-3.7547, device='cuda:0')"
"tensor(-1.5418, device='cuda:0')","tensor(2.4019, device='cuda:0')","tensor(-1.0732, device='cuda:0')"
"tensor(-3.6987, device='cuda:0')","tensor(5.8545, device='cuda:0')","tensor(-3.4126, device='cuda:0')"
"tensor(-3.7667, device='cuda:0')","tensor(5.3967, device='cuda:0')","tensor(-2.9803, device='cuda:0')"
"tensor(0.2850, device='cuda:0')","tensor(1.1606, device='cuda:0')","tensor(-1.6096, device='cuda:0')"
"tensor(-4.3584, device='cuda:0')","tensor(5.6974, device='cuda:0')","tensor(-2.9398, device='cuda:0')"
"tensor(-3.0983, device='cuda:0')","tensor(4.2562, device='cuda:0')","tensor(-2.4280, device='cuda:0')"
"tensor(-3.3770, device='cuda:0')","tensor(5.3476, device='cuda:0')","tensor(-3.2229, device='cuda:0')"
"tensor(-1.0282, device='cuda:0')","tensor(2.1606, device='cuda:0')","tensor(-1.3342, device='cuda:0')"
"tensor(-3.3095, device='cuda:0')","tensor(5.0272, device='cuda:0')","tensor(-2.9315, device='cuda:0')"
"tensor(-3.9350, device='cuda:0')","tensor(4.5664, device='cuda:0')","tensor(-2.2530, device='cuda:0')"
"tensor(-3.3634, device='cuda:0')","tensor(5.2949, device='cuda:0')","tensor(-3.1823, device='cuda:0')"
"tensor(-3.6349, device='cuda:0')","tensor(4.7204, device='cuda:0')","tensor(-2.5426, device='cuda:0')"
"tensor(-3.6421, device='cuda:0')","tensor(4.2342, device='cuda:0')","tensor(-2.1769, device='cuda:0')"
"tensor(-3.3011, device='cuda:0')","tensor(4.6792, device='cuda:0')","tensor(-2.6141, device='cuda:0')"
"tensor(-2.8477, device='cuda:0')","tensor(3.9058, device='cuda:0')","tensor(-2.3464, device='cuda:0')"
"tensor(-3.6258, device='cuda:0')","tensor(4.7241, device='cuda:0')","tensor(-2.5633, device='cuda:0')"
"tensor(-3.3456, device='cuda:0')","tensor(4.5707, device='cuda:0')","tensor(-2.5868, device='cuda:0')"
"tensor(-1.5590, device='cuda:0')","tensor(2.2450, device='cuda:0')","tensor(-1.2615, device='cuda:0')"
"tensor(-3.8802, device='cuda:0')","tensor(6.1170, device='cuda:0')","tensor(-3.5330, device='cuda:0')"
"tensor(-3.7627, device='cuda:0')","tensor(4.6995, device='cuda:0')","tensor(-2.4517, device='cuda:0')"
"tensor(-3.6452, device='cuda:0')","tensor(5.1436, device='cuda:0')","tensor(-2.8322, device='cuda:0')"
"tensor(-3.3673, device='cuda:0')","tensor(4.1948, device='cuda:0')","tensor(-2.2977, device='cuda:0')"
"tensor(-3.6454, device='cuda:0')","tensor(4.5964, device='cuda:0')","tensor(-2.4439, device='cuda:0')"
"tensor(-3.4724, device='cuda:0')","tensor(4.4107, device='cuda:0')","tensor(-2.3675, device='cuda:0')"
"tensor(-3.4557, device='cuda:0')","tensor(5.0955, device='cuda:0')","tensor(-2.9159, device='cuda:0')"
"tensor(-3.6995, device='cuda:0')","tensor(5.3070, device='cuda:0')","tensor(-2.9940, device='cuda:0')"
"tensor(-2.3271, device='cuda:0')","tensor(2.8790, device='cuda:0')","tensor(-1.4025, device='cuda:0')"
"tensor(-3.5845, device='cuda:0')","tensor(5.2823, device='cuda:0')","tensor(-2.9539, device='cuda:0')"
"tensor(-3.2918, device='cuda:0')","tensor(5.1489, device='cuda:0')","tensor(-3.1370, device='cuda:0')"
"tensor(-2.0435, device='cuda:0')","tensor(3.1671, device='cuda:0')","tensor(-2.1143, device='cuda:0')"
"tensor(-1.9380, device='cuda:0')","tensor(2.9041, device='cuda:0')","tensor(-1.9493, device='cuda:0')"
"tensor(-3.4691, device='cuda:0')","tensor(4.6622, device='cuda:0')","tensor(-2.5249, device='cuda:0')"
"tensor(-3.2713, device='cuda:0')","tensor(4.8228, device='cuda:0')","tensor(-2.8233, device='cuda:0')"
"tensor(-3.2540, device='cuda:0')","tensor(4.4243, device='cuda:0')","tensor(-2.5297, device='cuda:0')"
"tensor(-3.5012, device='cuda:0')","tensor(4.8521, device='cuda:0')","tensor(-2.6741, device='cuda:0')"
"tensor(-3.8611, device='cuda:0')","tensor(5.5375, device='cuda:0')","tensor(-2.8876, device='cuda:0')"
"tensor(-3.5766, device='cuda:0')","tensor(3.6023, device='cuda:0')","tensor(-1.6526, device='cuda:0')"
"tensor(-2.8720, device='cuda:0')","tensor(2.5030, device='cuda:0')","tensor(-1.1725, device='cuda:0')"
"tensor(-3.6829, device='cuda:0')","tensor(4.7813, device='cuda:0')","tensor(-2.5483, device='cuda:0')"
"tensor(-2.7390, device='cuda:0')","tensor(2.5572, device='cuda:0')","tensor(-0.7668, device='cuda:0')"
"tensor(-3.2776, device='cuda:0')","tensor(2.7605, device='cuda:0')","tensor(-0.6612, device='cuda:0')"
"tensor(-3.6793, device='cuda:0')","tensor(3.9399, device='cuda:0')","tensor(-1.8417, device='cuda:0')"
"tensor(-3.8194, device='cuda:0')","tensor(4.0688, device='cuda:0')","tensor(-1.9409, device='cuda:0')"
"tensor(-3.6573, device='cuda:0')","tensor(5.3640, device='cuda:0')","tensor(-3.0119, device='cuda:0')"
"tensor(-3.4816, device='cuda:0')","tensor(2.0941, device='cuda:0')","tensor(-0.4710, device='cuda:0')"
"tensor(-3.3110, device='cuda:0')","tensor(3.1432, device='cuda:0')","tensor(-0.9557, device='cuda:0')"
"tensor(-3.7663, device='cuda:0')","tensor(1.2816, device='cuda:0')","tensor(0.9639, device='cuda:0')"
"tensor(-3.7558, device='cuda:0')","tensor(3.2604, device='cuda:0')","tensor(-1.2644, device='cuda:0')"
"tensor(-2.8327, device='cuda:0')","tensor(2.8746, device='cuda:0')","tensor(-1.4544, device='cuda:0')"
"tensor(-3.5790, device='cuda:0')","tensor(1.5104, device='cuda:0')","tensor(0.2176, device='cuda:0')"
"tensor(-4.0011, device='cuda:0')","tensor(4.7459, device='cuda:0')","tensor(-1.8165, device='cuda:0')"
"tensor(-3.3326, device='cuda:0')","tensor(3.0388, device='cuda:0')","tensor(-1.1991, device='cuda:0')"
"tensor(-2.6756, device='cuda:0')","tensor(2.7240, device='cuda:0')","tensor(-1.4719, device='cuda:0')"
"tensor(-2.5817, device='cuda:0')","tensor(0.1810, device='cuda:0')","tensor(1.4089, device='cuda:0')"
"tensor(-3.7924, device='cuda:0')","tensor(4.5145, device='cuda:0')","tensor(-2.3297, device='cuda:0')"
"tensor(-3.7599, device='cuda:0')","tensor(2.5451, device='cuda:0')","tensor(-0.2499, device='cuda:0')"
"tensor(-3.7058, device='cuda:0')","tensor(3.1603, device='cuda:0')","tensor(-1.2624, device='cuda:0')"
"tensor(-3.4189, device='cuda:0')","tensor(4.0839, device='cuda:0')","tensor(-2.2154, device='cuda:0')"
"tensor(-2.6114, device='cuda:0')","tensor(1.7472, device='cuda:0')","tensor(-0.6308, device='cuda:0')"
"tensor(-3.3427, device='cuda:0')","tensor(1.3598, device='cuda:0')","tensor(0.5757, device='cuda:0')"
"tensor(-3.9270, device='cuda:0')","tensor(3.4240, device='cuda:0')","tensor(-1.2932, device='cuda:0')"
"tensor(-4.3626, device='cuda:0')","tensor(3.7329, device='cuda:0')","tensor(-1.3489, device='cuda:0')"
"tensor(-3.7620, device='cuda:0')","tensor(3.9593, device='cuda:0')","tensor(-1.8596, device='cuda:0')"
"tensor(-4.2738, device='cuda:0')","tensor(3.7606, device='cuda:0')","tensor(-1.4523, device='cuda:0')"
"tensor(-3.9259, device='cuda:0')","tensor(4.5208, device='cuda:0')","tensor(-2.1684, device='cuda:0')"
"tensor(-3.7435, device='cuda:0')","tensor(3.1418, device='cuda:0')","tensor(-1.1622, device='cuda:0')"
"tensor(-2.7469, device='cuda:0')","tensor(3.1493, device='cuda:0')","tensor(-1.5413, device='cuda:0')"
"tensor(-3.8787, device='cuda:0')","tensor(3.2022, device='cuda:0')","tensor(-1.3053, device='cuda:0')"
"tensor(-3.5704, device='cuda:0')","tensor(4.1832, device='cuda:0')","tensor(-2.1646, device='cuda:0')"
"tensor(-3.2320, device='cuda:0')","tensor(2.4633, device='cuda:0')","tensor(-0.4827, device='cuda:0')"
"tensor(-3.8430, device='cuda:0')","tensor(4.6015, device='cuda:0')","tensor(-2.3386, device='cuda:0')"
"tensor(-4.3950, device='cuda:0')","tensor(3.8012, device='cuda:0')","tensor(-1.4239, device='cuda:0')"
"tensor(-3.5963, device='cuda:0')","tensor(4.5097, device='cuda:0')","tensor(-2.3634, device='cuda:0')"
"tensor(-3.5534, device='cuda:0')","tensor(3.7120, device='cuda:0')","tensor(-1.8202, device='cuda:0')"
"tensor(-3.5397, device='cuda:0')","tensor(3.7984, device='cuda:0')","tensor(-1.9093, device='cuda:0')"
"tensor(-3.4021, device='cuda:0')","tensor(2.9869, device='cuda:0')","tensor(-1.1915, device='cuda:0')"
"tensor(-2.9656, device='cuda:0')","tensor(2.4228, device='cuda:0')","tensor(-1.0630, device='cuda:0')"
"tensor(-1.7712, device='cuda:0')","tensor(-1.3505, device='cuda:0')","tensor(2.8082, device='cuda:0')"
"tensor(-3.3450, device='cuda:0')","tensor(1.5404, device='cuda:0')","tensor(0.0292, device='cuda:0')"
"tensor(-1.3910, device='cuda:0')","tensor(-0.8068, device='cuda:0')","tensor(1.8201, device='cuda:0')"
"tensor(-3.5026, device='cuda:0')","tensor(4.7908, device='cuda:0')","tensor(-2.6168, device='cuda:0')"
"tensor(-3.1120, device='cuda:0')","tensor(0.7154, device='cuda:0')","tensor(0.9210, device='cuda:0')"
"tensor(-3.6792, device='cuda:0')","tensor(4.2658, device='cuda:0')","tensor(-2.0899, device='cuda:0')"
"tensor(-2.0805, device='cuda:0')","tensor(-0.8874, device='cuda:0')","tensor(2.2497, device='cuda:0')"
"tensor(-2.9941, device='cuda:0')","tensor(1.7823, device='cuda:0')","tensor(-0.4571, device='cuda:0')"
"tensor(-3.7599, device='cuda:0')","tensor(4.2258, device='cuda:0')","tensor(-2.0664, device='cuda:0')"
"tensor(-0.7734, device='cuda:0')","tensor(-0.9939, device='cuda:0')","tensor(1.4780, device='cuda:0')"
"tensor(-3.8293, device='cuda:0')","tensor(4.2822, device='cuda:0')","tensor(-2.1009, device='cuda:0')"
"tensor(-3.0642, device='cuda:0')","tensor(1.0053, device='cuda:0')","tensor(0.6482, device='cuda:0')"
"tensor(-3.5502, device='cuda:0')","tensor(2.0000, device='cuda:0')","tensor(-0.3325, device='cuda:0')"
"tensor(-3.5099, device='cuda:0')","tensor(1.4174, device='cuda:0')","tensor(0.1795, device='cuda:0')"
"tensor(-2.5874, device='cuda:0')","tensor(2.0834, device='cuda:0')","tensor(-0.4100, device='cuda:0')"
"tensor(-4.0662, device='cuda:0')","tensor(4.8542, device='cuda:0')","tensor(-2.4271, device='cuda:0')"
"tensor(-3.2646, device='cuda:0')","tensor(4.0918, device='cuda:0')","tensor(-2.2326, device='cuda:0')"
"tensor(-3.3301, device='cuda:0')","tensor(3.5618, device='cuda:0')","tensor(-1.7807, device='cuda:0')"
"tensor(-4.2772, device='cuda:0')","tensor(4.8133, device='cuda:0')","tensor(-2.2468, device='cuda:0')"
"tensor(-3.5591, device='cuda:0')","tensor(4.3902, device='cuda:0')","tensor(-2.5491, device='cuda:0')"
"tensor(-3.9427, device='cuda:0')","tensor(5.4665, device='cuda:0')","tensor(-2.9790, device='cuda:0')"
"tensor(-3.9854, device='cuda:0')","tensor(4.0261, device='cuda:0')","tensor(-1.8945, device='cuda:0')"
"tensor(-3.9927, device='cuda:0')","tensor(4.0438, device='cuda:0')","tensor(-1.7669, device='cuda:0')"
"tensor(-3.4220, device='cuda:0')","tensor(2.7900, device='cuda:0')","tensor(-1.0980, device='cuda:0')"
"tensor(-3.3704, device='cuda:0')","tensor(3.9457, device='cuda:0')","tensor(-1.7530, device='cuda:0')"
"tensor(-4.0552, device='cuda:0')","tensor(5.0442, device='cuda:0')","tensor(-2.5406, device='cuda:0')"
"tensor(-3.8850, device='cuda:0')","tensor(4.0658, device='cuda:0')","tensor(-1.8640, device='cuda:0')"
"tensor(-2.6192, device='cuda:0')","tensor(2.2252, device='cuda:0')","tensor(-1.1040, device='cuda:0')"
"tensor(-3.3604, device='cuda:0')","tensor(3.7548, device='cuda:0')","tensor(-1.9125, device='cuda:0')"
"tensor(-3.6835, device='cuda:0')","tensor(3.9061, device='cuda:0')","tensor(-1.8251, device='cuda:0')"
"tensor(-3.5881, device='cuda:0')","tensor(5.1286, device='cuda:0')","tensor(-2.8764, device='cuda:0')"
"tensor(-2.1461, device='cuda:0')","tensor(2.8037, device='cuda:0')","tensor(-1.3916, device='cuda:0')"
"tensor(-1.1147, device='cuda:0')","tensor(1.2656, device='cuda:0')","tensor(-0.5616, device='cuda:0')"
"tensor(-4.2386, device='cuda:0')","tensor(3.9091, device='cuda:0')","tensor(-1.5224, device='cuda:0')"
"tensor(-3.3760, device='cuda:0')","tensor(4.1046, device='cuda:0')","tensor(-2.1633, device='cuda:0')"
"tensor(-4.4266, device='cuda:0')","tensor(4.0392, device='cuda:0')","tensor(-1.5499, device='cuda:0')"
"tensor(0.5948, device='cuda:0')","tensor(-1.7610, device='cuda:0')","tensor(1.3764, device='cuda:0')"
"tensor(-1.8459, device='cuda:0')","tensor(2.3855, device='cuda:0')","tensor(-1.2642, device='cuda:0')"
"tensor(-3.7137, device='cuda:0')","tensor(5.3971, device='cuda:0')","tensor(-2.9806, device='cuda:0')"
"tensor(-3.4685, device='cuda:0')","tensor(4.2481, device='cuda:0')","tensor(-2.2752, device='cuda:0')"
"tensor(-3.7240, device='cuda:0')","tensor(4.6224, device='cuda:0')","tensor(-2.4689, device='cuda:0')"
"tensor(-3.3542, device='cuda:0')","tensor(4.3061, device='cuda:0')","tensor(-2.3747, device='cuda:0')"
"tensor(-3.5278, device='cuda:0')","tensor(4.5209, device='cuda:0')","tensor(-2.4541, device='cuda:0')"
"tensor(-4.6797, device='cuda:0')","tensor(5.0357, device='cuda:0')","tensor(-2.2696, device='cuda:0')"
"tensor(-3.1489, device='cuda:0')","tensor(4.3863, device='cuda:0')","tensor(-2.5629, device='cuda:0')"
"tensor(-3.3852, device='cuda:0')","tensor(3.6239, device='cuda:0')","tensor(-1.7553, device='cuda:0')"
"tensor(-4.2467, device='cuda:0')","tensor(6.2478, device='cuda:0')","tensor(-3.3551, device='cuda:0')"
"tensor(-3.7533, device='cuda:0')","tensor(3.8754, device='cuda:0')","tensor(-1.6922, device='cuda:0')"
"tensor(-3.2951, device='cuda:0')","tensor(3.8946, device='cuda:0')","tensor(-2.0529, device='cuda:0')"
"tensor(-3.6946, device='cuda:0')","tensor(3.3343, device='cuda:0')","tensor(-1.3979, device='cuda:0')"
"tensor(-3.9329, device='cuda:0')","tensor(5.0503, device='cuda:0')","tensor(-2.6156, device='cuda:0')"
"tensor(-2.8204, device='cuda:0')","tensor(2.6114, device='cuda:0')","tensor(-1.3455, device='cuda:0')"
"tensor(-3.2769, device='cuda:0')","tensor(2.9596, device='cuda:0')","tensor(-1.2271, device='cuda:0')"
"tensor(-2.5933, device='cuda:0')","tensor(4.9140, device='cuda:0')","tensor(-3.3948, device='cuda:0')"
"tensor(-4.2258, device='cuda:0')","tensor(5.0415, device='cuda:0')","tensor(-2.4665, device='cuda:0')"
"tensor(-1.0313, device='cuda:0')","tensor(0.1861, device='cuda:0')","tensor(0.2619, device='cuda:0')"
"tensor(-3.7746, device='cuda:0')","tensor(4.6592, device='cuda:0')","tensor(-2.3286, device='cuda:0')"
"tensor(-2.6302, device='cuda:0')","tensor(2.0721, device='cuda:0')","tensor(-0.9091, device='cuda:0')"
"tensor(-0.4510, device='cuda:0')","tensor(-1.3669, device='cuda:0')","tensor(1.6395, device='cuda:0')"
"tensor(-3.1383, device='cuda:0')","tensor(3.4340, device='cuda:0')","tensor(-1.7138, device='cuda:0')"
"tensor(-3.5063, device='cuda:0')","tensor(3.9472, device='cuda:0')","tensor(-1.9940, device='cuda:0')"
"tensor(-4.2738, device='cuda:0')","tensor(2.6156, device='cuda:0')","tensor(-0.3963, device='cuda:0')"
"tensor(-3.0854, device='cuda:0')","tensor(1.7484, device='cuda:0')","tensor(0.0287, device='cuda:0')"
"tensor(-4.6469, device='cuda:0')","tensor(4.0190, device='cuda:0')","tensor(-1.4031, device='cuda:0')"
"tensor(-3.4589, device='cuda:0')","tensor(1.5876, device='cuda:0')","tensor(0.0053, device='cuda:0')"
"tensor(-4.2187, device='cuda:0')","tensor(2.4053, device='cuda:0')","tensor(0.2227, device='cuda:0')"
"tensor(-3.7562, device='cuda:0')","tensor(3.1623, device='cuda:0')","tensor(-1.1583, device='cuda:0')"
"tensor(-3.8437, device='cuda:0')","tensor(2.8053, device='cuda:0')","tensor(-0.8501, device='cuda:0')"
"tensor(-3.3484, device='cuda:0')","tensor(4.2103, device='cuda:0')","tensor(-2.2443, device='cuda:0')"
"tensor(-4.5412, device='cuda:0')","tensor(5.6809, device='cuda:0')","tensor(-2.7824, device='cuda:0')"
"tensor(-3.7155, device='cuda:0')","tensor(5.0677, device='cuda:0')","tensor(-2.8261, device='cuda:0')"
"tensor(-3.7506, device='cuda:0')","tensor(4.9423, device='cuda:0')","tensor(-2.6369, device='cuda:0')"
"tensor(-4.2569, device='cuda:0')","tensor(4.3470, device='cuda:0')","tensor(-2.0467, device='cuda:0')"
"tensor(-3.1513, device='cuda:0')","tensor(1.6674, device='cuda:0')","tensor(0.2045, device='cuda:0')"
"tensor(-4.0236, device='cuda:0')","tensor(4.2757, device='cuda:0')","tensor(-1.9249, device='cuda:0')"
"tensor(-3.7031, device='cuda:0')","tensor(4.0520, device='cuda:0')","tensor(-1.9741, device='cuda:0')"
"tensor(-3.0524, device='cuda:0')","tensor(3.7214, device='cuda:0')","tensor(-2.0795, device='cuda:0')"
"tensor(-4.2806, device='cuda:0')","tensor(3.9143, device='cuda:0')","tensor(-1.5880, device='cuda:0')"
"tensor(-3.6421, device='cuda:0')","tensor(5.3464, device='cuda:0')","tensor(-3.0385, device='cuda:0')"
"tensor(-3.2796, device='cuda:0')","tensor(5.1759, device='cuda:0')","tensor(-3.1789, device='cuda:0')"
"tensor(1.4072, device='cuda:0')","tensor(-0.2144, device='cuda:0')","tensor(-0.7028, device='cuda:0')"
"tensor(-3.8767, device='cuda:0')","tensor(4.7137, device='cuda:0')","tensor(-2.3313, device='cuda:0')"
"tensor(-3.7466, device='cuda:0')","tensor(2.3530, device='cuda:0')","tensor(-0.5422, device='cuda:0')"
"tensor(-3.5423, device='cuda:0')","tensor(4.3842, device='cuda:0')","tensor(-2.2927, device='cuda:0')"
"tensor(-3.5846, device='cuda:0')","tensor(4.8876, device='cuda:0')","tensor(-2.7499, device='cuda:0')"
"tensor(-1.2815, device='cuda:0')","tensor(-1.7947, device='cuda:0')","tensor(2.6169, device='cuda:0')"
"tensor(-3.4868, device='cuda:0')","tensor(4.0651, device='cuda:0')","tensor(-2.0668, device='cuda:0')"
"tensor(-3.4471, device='cuda:0')","tensor(3.6238, device='cuda:0')","tensor(-1.7660, device='cuda:0')"
"tensor(-4.2691, device='cuda:0')","tensor(4.7974, device='cuda:0')","tensor(-2.2616, device='cuda:0')"
"tensor(-3.6829, device='cuda:0')","tensor(5.7226, device='cuda:0')","tensor(-3.1709, device='cuda:0')"
"tensor(-3.6304, device='cuda:0')","tensor(5.3515, device='cuda:0')","tensor(-3.0624, device='cuda:0')"
"tensor(-2.8823, device='cuda:0')","tensor(3.2551, device='cuda:0')","tensor(-1.2328, device='cuda:0')"
"tensor(-3.3165, device='cuda:0')","tensor(4.1916, device='cuda:0')","tensor(-2.2728, device='cuda:0')"
"tensor(-4.0695, device='cuda:0')","tensor(5.4287, device='cuda:0')","tensor(-2.9046, device='cuda:0')"
"tensor(-3.4094, device='cuda:0')","tensor(3.9901, device='cuda:0')","tensor(-2.0860, device='cuda:0')"
"tensor(-2.5228, device='cuda:0')","tensor(4.8373, device='cuda:0')","tensor(-3.2163, device='cuda:0')"
"tensor(-3.2074, device='cuda:0')","tensor(4.4978, device='cuda:0')","tensor(-2.5630, device='cuda:0')"
"tensor(-3.8506, device='cuda:0')","tensor(5.2064, device='cuda:0')","tensor(-2.7705, device='cuda:0')"
"tensor(-3.5659, device='cuda:0')","tensor(3.5778, device='cuda:0')","tensor(-1.9005, device='cuda:0')"
"tensor(-3.8213, device='cuda:0')","tensor(5.0646, device='cuda:0')","tensor(-2.8544, device='cuda:0')"
"tensor(-3.7536, device='cuda:0')","tensor(4.4247, device='cuda:0')","tensor(-2.2232, device='cuda:0')"
"tensor(-4.0431, device='cuda:0')","tensor(4.7531, device='cuda:0')","tensor(-2.3864, device='cuda:0')"
"tensor(-2.6455, device='cuda:0')","tensor(2.6060, device='cuda:0')","tensor(-1.0149, device='cuda:0')"
"tensor(-1.2733, device='cuda:0')","tensor(-1.5674, device='cuda:0')","tensor(2.7257, device='cuda:0')"
"tensor(-3.9564, device='cuda:0')","tensor(5.0363, device='cuda:0')","tensor(-2.6834, device='cuda:0')"
"tensor(-2.0395, device='cuda:0')","tensor(3.2223, device='cuda:0')","tensor(-2.4566, device='cuda:0')"
"tensor(-1.5307, device='cuda:0')","tensor(1.6274, device='cuda:0')","tensor(-1.0830, device='cuda:0')"
"tensor(-3.3506, device='cuda:0')","tensor(3.6937, device='cuda:0')","tensor(-1.3986, device='cuda:0')"
"tensor(-3.7696, device='cuda:0')","tensor(5.2020, device='cuda:0')","tensor(-2.9316, device='cuda:0')"
"tensor(-2.7246, device='cuda:0')","tensor(3.1529, device='cuda:0')","tensor(-1.2728, device='cuda:0')"
"tensor(-3.6992, device='cuda:0')","tensor(4.4118, device='cuda:0')","tensor(-2.1921, device='cuda:0')"
"tensor(-3.9554, device='cuda:0')","tensor(5.3585, device='cuda:0')","tensor(-2.8507, device='cuda:0')"
"tensor(-3.7428, device='cuda:0')","tensor(4.4123, device='cuda:0')","tensor(-2.2619, device='cuda:0')"
"tensor(-4.1517, device='cuda:0')","tensor(5.6654, device='cuda:0')","tensor(-2.9755, device='cuda:0')"
"tensor(-3.2049, device='cuda:0')","tensor(3.0597, device='cuda:0')","tensor(-1.4438, device='cuda:0')"
"tensor(-4.0191, device='cuda:0')","tensor(5.8469, device='cuda:0')","tensor(-3.1707, device='cuda:0')"
"tensor(-2.2640, device='cuda:0')","tensor(1.4628, device='cuda:0')","tensor(-0.1188, device='cuda:0')"
"tensor(-4.2433, device='cuda:0')","tensor(4.3677, device='cuda:0')","tensor(-1.9183, device='cuda:0')"
"tensor(-3.2446, device='cuda:0')","tensor(3.8878, device='cuda:0')","tensor(-2.0312, device='cuda:0')"
"tensor(-3.9253, device='cuda:0')","tensor(5.5346, device='cuda:0')","tensor(-3.1443, device='cuda:0')"
"tensor(-3.7617, device='cuda:0')","tensor(4.5202, device='cuda:0')","tensor(-2.2855, device='cuda:0')"
"tensor(-4.4794, device='cuda:0')","tensor(5.0789, device='cuda:0')","tensor(-2.3571, device='cuda:0')"
"tensor(-2.7330, device='cuda:0')","tensor(2.7083, device='cuda:0')","tensor(-1.3716, device='cuda:0')"
"tensor(-3.2189, device='cuda:0')","tensor(4.9630, device='cuda:0')","tensor(-2.9275, device='cuda:0')"
"tensor(-2.7054, device='cuda:0')","tensor(4.0883, device='cuda:0')","tensor(-2.6022, device='cuda:0')"
"tensor(-1.4091, device='cuda:0')","tensor(2.4153, device='cuda:0')","tensor(-1.3017, device='cuda:0')"
"tensor(-1.3333, device='cuda:0')","tensor(0.2797, device='cuda:0')","tensor(1.0160, device='cuda:0')"
"tensor(-3.3089, device='cuda:0')","tensor(1.2167, device='cuda:0')","tensor(0.2655, device='cuda:0')"
"tensor(-3.9391, device='cuda:0')","tensor(5.5709, device='cuda:0')","tensor(-3.0276, device='cuda:0')"
"tensor(-2.8825, device='cuda:0')","tensor(1.3558, device='cuda:0')","tensor(0.3408, device='cuda:0')"
"tensor(-4.2143, device='cuda:0')","tensor(3.5117, device='cuda:0')","tensor(-1.3845, device='cuda:0')"
"tensor(-4.0987, device='cuda:0')","tensor(3.6923, device='cuda:0')","tensor(-0.9256, device='cuda:0')"
"tensor(-3.4773, device='cuda:0')","tensor(4.0691, device='cuda:0')","tensor(-2.0028, device='cuda:0')"
"tensor(-3.2864, device='cuda:0')","tensor(3.2011, device='cuda:0')","tensor(-1.5177, device='cuda:0')"
"tensor(-4.2171, device='cuda:0')","tensor(2.4279, device='cuda:0')","tensor(-0.3340, device='cuda:0')"
"tensor(-3.7038, device='cuda:0')","tensor(4.7274, device='cuda:0')","tensor(-2.4592, device='cuda:0')"
"tensor(-3.7502, device='cuda:0')","tensor(4.0106, device='cuda:0')","tensor(-1.9088, device='cuda:0')"
"tensor(-3.7493, device='cuda:0')","tensor(3.9029, device='cuda:0')","tensor(-1.8448, device='cuda:0')"
"tensor(-3.9771, device='cuda:0')","tensor(3.3552, device='cuda:0')","tensor(-1.2848, device='cuda:0')"
"tensor(-3.5509, device='cuda:0')","tensor(4.1566, device='cuda:0')","tensor(-2.1507, device='cuda:0')"
"tensor(-3.5939, device='cuda:0')","tensor(3.1635, device='cuda:0')","tensor(-1.1634, device='cuda:0')"
"tensor(-3.5557, device='cuda:0')","tensor(3.2822, device='cuda:0')","tensor(-1.3943, device='cuda:0')"
"tensor(-3.2402, device='cuda:0')","tensor(3.5450, device='cuda:0')","tensor(-1.6941, device='cuda:0')"
"tensor(-3.7212, device='cuda:0')","tensor(4.5158, device='cuda:0')","tensor(-2.2362, device='cuda:0')"
"tensor(0.7009, device='cuda:0')","tensor(-1.9472, device='cuda:0')","tensor(1.5319, device='cuda:0')"
"tensor(-4.0719, device='cuda:0')","tensor(2.4650, device='cuda:0')","tensor(-0.4276, device='cuda:0')"
"tensor(-3.9213, device='cuda:0')","tensor(3.6545, device='cuda:0')","tensor(-1.4663, device='cuda:0')"
"tensor(-1.3928, device='cuda:0')","tensor(0.1206, device='cuda:0')","tensor(0.7273, device='cuda:0')"
"tensor(-2.8096, device='cuda:0')","tensor(2.0455, device='cuda:0')","tensor(-0.3875, device='cuda:0')"
"tensor(-3.6343, device='cuda:0')","tensor(3.5906, device='cuda:0')","tensor(-1.6248, device='cuda:0')"
"tensor(-2.6955, device='cuda:0')","tensor(1.4642, device='cuda:0')","tensor(0.1152, device='cuda:0')"
"tensor(-1.7008, device='cuda:0')","tensor(1.2903, device='cuda:0')","tensor(-0.0635, device='cuda:0')"
"tensor(-4.0707, device='cuda:0')","tensor(5.4312, device='cuda:0')","tensor(-2.8680, device='cuda:0')"
"tensor(-4.1331, device='cuda:0')","tensor(4.5540, device='cuda:0')","tensor(-2.1161, device='cuda:0')"
"tensor(-0.5586, device='cuda:0')","tensor(-0.7074, device='cuda:0')","tensor(1.0390, device='cuda:0')"
