#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCR5	TLR7	9606.ENSP00000292174	9606.ENSP00000370034	0	0	0	0	0.090	0	0	0.438	0.466
CXCR5	STAT5B	9606.ENSP00000292174	9606.ENSP00000293328	0	0	0	0	0	0.056	0	0.458	0.466
CXCR5	STAT5A	9606.ENSP00000292174	9606.ENSP00000341208	0	0	0	0	0	0.056	0	0.459	0.467
CXCR5	PRF1	9606.ENSP00000292174	9606.ENSP00000398568	0	0	0	0	0	0	0	0.469	0.469
CXCR5	TLR9	9606.ENSP00000292174	9606.ENSP00000353874	0	0	0	0	0.071	0	0	0.453	0.471
CXCR5	TLR4	9606.ENSP00000292174	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.471	0.483
CXCR5	IL2RA	9606.ENSP00000292174	9606.ENSP00000369293	0	0	0	0	0.062	0	0	0.486	0.497
CXCR5	IL13	9606.ENSP00000292174	9606.ENSP00000304915	0	0	0	0	0	0	0	0.505	0.505
CXCR5	STAT4	9606.ENSP00000292174	9606.ENSP00000376134	0	0	0	0	0	0.056	0	0.505	0.512
CXCR5	FCGR2B	9606.ENSP00000292174	9606.ENSP00000351497	0	0	0	0	0.063	0	0	0.503	0.514
CXCR5	IL22	9606.ENSP00000292174	9606.ENSP00000442424	0	0	0	0	0	0	0	0.518	0.518
CXCR5	S1PR1	9606.ENSP00000292174	9606.ENSP00000305416	0	0	0	0	0	0	0	0.582	0.583
CXCR5	TNF	9606.ENSP00000292174	9606.ENSP00000398698	0	0	0	0	0.067	0	0	0.588	0.599
CXCR5	NOD2	9606.ENSP00000292174	9606.ENSP00000300589	0	0	0	0	0.064	0	0	0.598	0.607
CXCR5	IL6	9606.ENSP00000292174	9606.ENSP00000385675	0	0	0	0	0	0	0	0.608	0.608
CXCR5	JAK2	9606.ENSP00000292174	9606.ENSP00000371067	0	0	0	0	0	0.056	0.600	0.138	0.646
CXCR5	ITGAM	9606.ENSP00000292174	9606.ENSP00000441691	0	0	0	0	0.051	0	0	0.656	0.660
CXCR5	IL10	9606.ENSP00000292174	9606.ENSP00000412237	0	0	0	0	0.062	0	0	0.655	0.663
CXCR5	IL17A	9606.ENSP00000292174	9606.ENSP00000344192	0	0	0	0	0	0	0	0.686	0.686
CXCR5	JAK3	9606.ENSP00000292174	9606.ENSP00000391676	0	0	0	0	0	0.056	0.600	0.247	0.691
CXCR5	IL7R	9606.ENSP00000292174	9606.ENSP00000306157	0	0	0	0	0.122	0	0	0.665	0.693
CXCR5	PPBP	9606.ENSP00000292174	9606.ENSP00000296028	0	0	0	0	0.062	0	0.600	0.261	0.698
CXCR5	PF4	9606.ENSP00000292174	9606.ENSP00000296029	0	0	0	0	0.058	0	0.600	0.267	0.699
CXCR5	ITGAX	9606.ENSP00000292174	9606.ENSP00000454623	0	0	0	0	0.062	0	0	0.698	0.704
CXCR5	FOXP3	9606.ENSP00000292174	9606.ENSP00000365380	0	0	0	0	0	0.057	0	0.729	0.733
CXCR5	PTPRC	9606.ENSP00000292174	9606.ENSP00000411355	0	0	0	0	0.131	0	0	0.708	0.735
CXCR5	IL21R	9606.ENSP00000292174	9606.ENSP00000338010	0	0	0	0	0.382	0	0	0.676	0.791
CXCR6	TBX21	9606.ENSP00000395704	9606.ENSP00000177694	0	0	0	0	0.173	0	0	0.571	0.630
CXCR6	IL2RB	9606.ENSP00000395704	9606.ENSP00000216223	0	0	0	0	0.243	0	0	0.424	0.545
CXCR6	GZMB	9606.ENSP00000395704	9606.ENSP00000216341	0	0	0	0	0.203	0	0	0.605	0.672
CXCR6	IL2	9606.ENSP00000395704	9606.ENSP00000226730	0	0	0	0	0	0	0	0.494	0.493
CXCR6	IFNG	9606.ENSP00000395704	9606.ENSP00000229135	0	0	0	0	0.166	0	0	0.456	0.527
CXCR6	IL4	9606.ENSP00000395704	9606.ENSP00000231449	0	0	0	0	0	0	0	0.452	0.452
CXCR6	SELL	9606.ENSP00000395704	9606.ENSP00000236147	0	0	0	0	0.107	0	0	0.559	0.590
CXCR6	KLRK1	9606.ENSP00000395704	9606.ENSP00000240618	0	0	0	0	0.076	0	0	0.521	0.539
CXCR6	IL7	9606.ENSP00000395704	9606.ENSP00000263851	0	0	0	0	0.062	0	0	0.390	0.403
CXCR6	IL18	9606.ENSP00000395704	9606.ENSP00000280357	0	0	0	0	0	0	0	0.458	0.457
CXCR6	PPBP	9606.ENSP00000395704	9606.ENSP00000296028	0	0	0	0	0.049	0	0.600	0.320	0.718
CXCR6	PF4	9606.ENSP00000395704	9606.ENSP00000296029	0	0	0	0	0.062	0	0.600	0.261	0.698
CXCR6	IL15	9606.ENSP00000395704	9606.ENSP00000296545	0	0	0	0	0	0	0	0.505	0.505
CXCR6	S1PR1	9606.ENSP00000395704	9606.ENSP00000305416	0	0	0	0	0.088	0	0	0.503	0.527
CXCR6	IL7R	9606.ENSP00000395704	9606.ENSP00000306157	0	0	0	0	0.133	0	0	0.523	0.569
CXCR6	IL23R	9606.ENSP00000395704	9606.ENSP00000321345	0	0	0	0	0.062	0	0	0.456	0.467
CXCR6	IL17A	9606.ENSP00000395704	9606.ENSP00000344192	0	0	0	0	0	0	0	0.504	0.504
CXCR6	FASLG	9606.ENSP00000395704	9606.ENSP00000356694	0	0	0	0	0.311	0	0	0.270	0.475
CXCR6	FOXP3	9606.ENSP00000395704	9606.ENSP00000365380	0	0	0	0	0	0	0	0.467	0.467
CXCR6	JAK2	9606.ENSP00000395704	9606.ENSP00000371067	0	0	0	0	0.062	0	0.600	0.125	0.643
CXCR6	IL6	9606.ENSP00000395704	9606.ENSP00000385675	0	0	0	0	0	0	0	0.509	0.509
CXCR6	JAK3	9606.ENSP00000395704	9606.ENSP00000391676	0	0	0	0	0.062	0	0.600	0.143	0.650
CXCR6	IL12RB1	9606.ENSP00000395704	9606.ENSP00000470788	0	0	0	0	0.065	0	0	0.387	0.402
CXCR6	NCAM1	9606.ENSP00000395704	9606.ENSP00000480132	0	0	0	0	0	0	0	0.421	0.420
CXCR6	ITGAM	9606.ENSP00000395704	9606.ENSP00000441691	0	0	0	0	0.062	0	0	0.422	0.434
CXCR6	IL10	9606.ENSP00000395704	9606.ENSP00000412237	0	0	0	0	0.056	0	0	0.429	0.438
CXCR6	TNF	9606.ENSP00000395704	9606.ENSP00000398698	0	0	0	0	0.085	0	0	0.479	0.504
CXCR6	PTPRC	9606.ENSP00000395704	9606.ENSP00000411355	0	0	0	0	0.135	0	0	0.455	0.508
CXCR6	PRF1	9606.ENSP00000395704	9606.ENSP00000398568	0	0	0	0	0.206	0	0	0.520	0.603
CXXC5	IFNA1	9606.ENSP00000302543	9606.ENSP00000276927	0	0	0	0	0	0	0	0.428	0.428
CYP27A1	INS	9606.ENSP00000258415	9606.ENSP00000380432	0	0	0	0	0	0	0	0.415	0.414
CYP27A1	LIPA	9606.ENSP00000258415	9606.ENSP00000337354	0	0	0	0	0.081	0.069	0.800	0.285	0.861
DCHS2	FRMD1	9606.ENSP00000485514	9606.ENSP00000283309	0	0	0	0	0.053	0.175	0	0.387	0.479
DCHS2	STIM1	9606.ENSP00000485514	9606.ENSP00000478059	0	0	0	0	0	0	0	0.454	0.454
DDX1	TLR3	9606.ENSP00000370745	9606.ENSP00000296795	0	0	0	0	0	0.102	0	0.370	0.410
DDX1	NUP98	9606.ENSP00000370745	9606.ENSP00000316032	0	0	0	0	0.128	0.147	0	0.455	0.560
DDX1	GDF3	9606.ENSP00000370745	9606.ENSP00000331745	0	0	0	0	0	0.056	0	0.764	0.767
DDX1	SF3B1	9606.ENSP00000370745	9606.ENSP00000335321	0	0	0	0	0.233	0.246	0	0.082	0.423
DDX1	DHX15	9606.ENSP00000370745	9606.ENSP00000336741	0	0	0	0	0.478	0.235	0	0.610	0.831
DDX1	DDX21	9606.ENSP00000370745	9606.ENSP00000346120	0	0	0.318	0.585	0.146	0.076	0	0.910	0.548
DDX1	DHX9	9606.ENSP00000370745	9606.ENSP00000356520	0	0	0	0	0.210	0.339	0	0.713	0.837
DDX1	IRF3	9606.ENSP00000370745	9606.ENSP00000471896	0	0	0	0	0.084	0	0	0.416	0.442
DDX1	RBM4	9606.ENSP00000370745	9606.ENSP00000386894	0	0	0	0	0.075	0.458	0	0.188	0.557
DDX1	KHSRP	9606.ENSP00000370745	9606.ENSP00000381216	0	0	0	0	0.247	0.368	0	0.259	0.616
DDX1	ILF3	9606.ENSP00000370745	9606.ENSP00000404121	0	0	0	0	0.190	0.350	0	0.442	0.681
DDX1	RELA	9606.ENSP00000370745	9606.ENSP00000384273	0	0	0	0	0.056	0.213	0	0.828	0.861
DDX21	KAT2A	9606.ENSP00000346120	9606.ENSP00000225916	0	0	0	0	0.062	0.116	0.600	0.048	0.641
DDX21	RPS3	9606.ENSP00000346120	9606.ENSP00000278572	0	0	0	0	0.278	0.094	0	0.233	0.455
DDX21	SENP3	9606.ENSP00000346120	9606.ENSP00000314029	0	0	0	0	0.079	0.102	0.900	0.114	0.917
DDX21	SF3B1	9606.ENSP00000346120	9606.ENSP00000335321	0	0	0	0	0.144	0.246	0.800	0.462	0.921
DDX21	DHX15	9606.ENSP00000346120	9606.ENSP00000336741	0	0	0	0	0.529	0.346	0	0.595	0.864
DDX21	ILF3	9606.ENSP00000346120	9606.ENSP00000404121	0	0	0	0	0.177	0.101	0	0.457	0.563
DDX21	SRSF2	9606.ENSP00000346120	9606.ENSP00000376276	0	0	0	0	0.312	0	0	0.609	0.719
DDX21	DHX9	9606.ENSP00000346120	9606.ENSP00000356520	0	0	0	0	0.196	0.361	0	0.750	0.861
DHX15	RPS3	9606.ENSP00000336741	9606.ENSP00000278572	0	0	0	0	0.200	0.095	0	0.394	0.524
DHX15	SENP3	9606.ENSP00000336741	9606.ENSP00000314029	0	0	0	0	0.090	0.498	0	0	0.523
DHX15	SF3B1	9606.ENSP00000336741	9606.ENSP00000335321	0	0	0	0	0.635	0.936	0.720	0.799	0.998
DHX15	SAFB	9606.ENSP00000336741	9606.ENSP00000467423	0	0	0	0	0.376	0	0	0.105	0.418
DHX15	ZC3H15	9606.ENSP00000336741	9606.ENSP00000338788	0	0	0	0	0.411	0.061	0	0	0.423
DHX15	TAF9	9606.ENSP00000336741	9606.ENSP00000370201	0	0	0	0	0.066	0	0	0.424	0.439
DHX15	DHX9	9606.ENSP00000336741	9606.ENSP00000356520	0	0	0.334	0.688	0.373	0	0	0.666	0.548
DHX15	SUPV3L1	9606.ENSP00000336741	9606.ENSP00000352678	0	0	0	0	0.095	0	0	0.561	0.586
DHX15	PTBP1	9606.ENSP00000336741	9606.ENSP00000349428	0	0	0	0	0.535	0	0	0.161	0.593
DHX15	RNF113A	9606.ENSP00000336741	9606.ENSP00000360497	0	0	0	0	0.046	0.183	0	0.582	0.645
DHX15	KHSRP	9606.ENSP00000336741	9606.ENSP00000381216	0	0	0	0	0.656	0.058	0	0.045	0.664
DHX15	ILF3	9606.ENSP00000336741	9606.ENSP00000404121	0	0	0	0	0.641	0.056	0	0.272	0.732
DHX15	SRSF2	9606.ENSP00000336741	9606.ENSP00000376276	0	0	0	0	0.759	0	0	0.745	0.936
DHX9	NFKB1	9606.ENSP00000356520	9606.ENSP00000226574	0	0	0	0	0.096	0.056	0.900	0.220	0.924
DHX9	GAPDH	9606.ENSP00000356520	9606.ENSP00000229239	0	0	0	0	0.096	0.334	0	0.305	0.545
DHX9	EGFR	9606.ENSP00000356520	9606.ENSP00000275493	0	0	0	0	0	0.270	0	0.733	0.796
DHX9	IGF2BP1	9606.ENSP00000356520	9606.ENSP00000290341	0	0	0	0	0.049	0.270	0.900	0.384	0.951
DHX9	TLR3	9606.ENSP00000356520	9606.ENSP00000296795	0	0	0	0	0	0.143	0	0.374	0.441
DHX9	NUP98	9606.ENSP00000356520	9606.ENSP00000316032	0	0	0	0	0.234	0	0	0.525	0.622
DHX9	SF3B1	9606.ENSP00000356520	9606.ENSP00000335321	0	0	0	0	0.280	0.266	0	0.125	0.497
DHX9	PTBP1	9606.ENSP00000356520	9606.ENSP00000349428	0	0	0	0	0.760	0	0	0.264	0.816
DHX9	TLR9	9606.ENSP00000356520	9606.ENSP00000353874	0	0	0	0	0	0.143	0	0.375	0.442
DHX9	TLR7	9606.ENSP00000356520	9606.ENSP00000370034	0	0	0	0	0	0.143	0	0.338	0.409
DHX9	TOP2B	9606.ENSP00000356520	9606.ENSP00000396704	0.049	0	0	0	0.076	0.249	0	0.262	0.448
DHX9	IFNB1	9606.ENSP00000356520	9606.ENSP00000369581	0	0	0	0	0	0	0	0.460	0.460
DHX9	SRSF2	9606.ENSP00000356520	9606.ENSP00000376276	0	0	0	0	0.240	0	0	0.335	0.473
DHX9	IGF2BP2	9606.ENSP00000356520	9606.ENSP00000371634	0	0	0	0	0.049	0	0	0.475	0.480
DHX9	IRF3	9606.ENSP00000356520	9606.ENSP00000471896	0	0	0	0	0.062	0	0	0.485	0.497
DHX9	SAFB	9606.ENSP00000356520	9606.ENSP00000467423	0	0	0	0	0.440	0	0	0.148	0.503
DHX9	KHSRP	9606.ENSP00000356520	9606.ENSP00000381216	0	0	0	0	0.361	0.058	0	0.245	0.506
DHX9	MEX3C	9606.ENSP00000356520	9606.ENSP00000385610	0	0	0	0	0	0.486	0	0.194	0.568
DHX9	RBM4	9606.ENSP00000356520	9606.ENSP00000386894	0	0	0	0	0.218	0.679	0	0.062	0.744
DHX9	RELA	9606.ENSP00000356520	9606.ENSP00000384273	0	0	0	0	0.063	0.357	0.900	0.109	0.939
DHX9	MYD88	9606.ENSP00000356520	9606.ENSP00000401399	0	0	0	0	0.061	0	0.600	0.892	0.956
DHX9	ILF3	9606.ENSP00000356520	9606.ENSP00000404121	0	0	0	0	0.676	0.760	0	0.809	0.983
DNAH3	DNAH9	9606.ENSP00000261383	9606.ENSP00000262442	0	0	0	0.796	0.214	0	0.360	0.635	0.542
DNAH3	PAFAH1B1	9606.ENSP00000261383	9606.ENSP00000380378	0	0	0	0	0	0.325	0.900	0.180	0.939
DNAH9	PAFAH1B1	9606.ENSP00000262442	9606.ENSP00000380378	0	0	0	0	0	0.325	0	0.180	0.422
DYNC1I1	RAB6B	9606.ENSP00000320130	9606.ENSP00000285208	0	0	0	0	0.159	0	0.600	0.055	0.654
DYNC1I1	PAFAH1B1	9606.ENSP00000320130	9606.ENSP00000380378	0	0	0	0	0.091	0.731	0.600	0.524	0.947
EGF	TNFRSF1A	9606.ENSP00000265171	9606.ENSP00000162749	0	0	0	0	0	0	0	0.468	0.468
EGF	OSM	9606.ENSP00000265171	9606.ENSP00000215781	0	0	0	0	0	0	0	0.594	0.594
EGF	MAPK1	9606.ENSP00000265171	9606.ENSP00000215832	0	0	0	0	0	0	0	0.625	0.625
EGF	IL2RB	9606.ENSP00000265171	9606.ENSP00000216223	0	0	0	0	0	0	0.600	0.107	0.627
EGF	TIMP1	9606.ENSP00000265171	9606.ENSP00000218388	0	0	0	0	0	0	0	0.602	0.602
EGF	HGF	9606.ENSP00000265171	9606.ENSP00000222390	0	0	0	0	0	0.056	0	0.863	0.865
EGF	MPO	9606.ENSP00000265171	9606.ENSP00000225275	0	0	0	0	0.062	0.069	0	0.386	0.417
EGF	WNT3	9606.ENSP00000265171	9606.ENSP00000225512	0	0	0	0	0.053	0.105	0	0.468	0.510
EGF	IL2	9606.ENSP00000265171	9606.ENSP00000226730	0	0	0	0	0	0	0	0.615	0.615
EGF	IL10RA	9606.ENSP00000265171	9606.ENSP00000227752	0	0	0	0	0	0	0.600	0.139	0.640
EGF	IFNG	9606.ENSP00000265171	9606.ENSP00000229135	0	0	0	0	0	0	0	0.607	0.607
EGF	GAPDH	9606.ENSP00000265171	9606.ENSP00000229239	0	0	0	0	0.053	0	0	0.784	0.787
EGF	IL4	9606.ENSP00000265171	9606.ENSP00000231449	0	0	0	0	0	0	0	0.635	0.635
EGF	IL5	9606.ENSP00000265171	9606.ENSP00000231454	0	0	0	0	0	0	0	0.558	0.558
EGF	WNT6	9606.ENSP00000265171	9606.ENSP00000233948	0	0	0	0	0.053	0.105	0	0.353	0.403
EGF	EPO	9606.ENSP00000265171	9606.ENSP00000252723	0	0	0	0	0	0	0	0.540	0.540
EGF	TLR2	9606.ENSP00000265171	9606.ENSP00000260010	0	0	0	0	0	0.056	0	0.403	0.412
EGF	IL12RB2	9606.ENSP00000265171	9606.ENSP00000262345	0	0	0	0	0	0	0.600	0	0.600
EGF	MAPK3	9606.ENSP00000265171	9606.ENSP00000263025	0	0	0	0	0	0	0	0.820	0.820
EGF	IL1A	9606.ENSP00000265171	9606.ENSP00000263339	0	0	0	0	0	0	0	0.700	0.700
EGF	IL1B	9606.ENSP00000265171	9606.ENSP00000263341	0	0	0	0	0	0	0	0.710	0.710
EGF	IL27RA	9606.ENSP00000265171	9606.ENSP00000263379	0	0	0	0	0	0	0.600	0.055	0.605
EGF	IL7	9606.ENSP00000265171	9606.ENSP00000263851	0	0	0	0	0	0	0	0.523	0.523
EGF	PIK3CA	9606.ENSP00000265171	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.601	0.958
EGF	IL21	9606.ENSP00000265171	9606.ENSP00000264497	0	0	0	0	0	0	0	0.404	0.404
EGF	IL11	9606.ENSP00000265171	9606.ENSP00000264563	0	0	0	0	0	0	0	0.506	0.506
EGF	STAT3	9606.ENSP00000265171	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.786	0.977
EGF	ICAM1	9606.ENSP00000265171	9606.ENSP00000264832	0	0	0	0	0	0	0	0.560	0.560
EGF	WNT9B	9606.ENSP00000265171	9606.ENSP00000290015	0	0	0	0	0.053	0.105	0	0.351	0.401
EGF	TENM2	9606.ENSP00000265171	9606.ENSP00000429430	0	0	0	0	0.062	0	0	0.388	0.402
EGF	STAT6	9606.ENSP00000265171	9606.ENSP00000300134	0	0	0	0	0	0	0	0.405	0.405
EGF	PF4	9606.ENSP00000265171	9606.ENSP00000296029	0	0	0	0	0	0	0	0.406	0.406
EGF	ITGB2	9606.ENSP00000265171	9606.ENSP00000380948	0	0	0	0	0	0.064	0	0.396	0.411
EGF	IFNB1	9606.ENSP00000265171	9606.ENSP00000369581	0	0	0	0	0	0	0	0.420	0.420
EGF	FASLG	9606.ENSP00000265171	9606.ENSP00000356694	0	0	0	0	0	0	0	0.423	0.422
EGF	TENM1	9606.ENSP00000265171	9606.ENSP00000403954	0	0	0	0	0.091	0	0	0.398	0.429
EGF	RELA	9606.ENSP00000265171	9606.ENSP00000384273	0	0	0	0	0.062	0	0	0.421	0.433
EGF	WNT10B	9606.ENSP00000265171	9606.ENSP00000301061	0	0	0	0	0.053	0.105	0	0.387	0.435
EGF	WNT7B	9606.ENSP00000265171	9606.ENSP00000341032	0	0	0	0	0.062	0.105	0	0.403	0.455
EGF	WNT7A	9606.ENSP00000265171	9606.ENSP00000285018	0	0	0	0	0.062	0.105	0	0.405	0.456
EGF	IL18	9606.ENSP00000265171	9606.ENSP00000280357	0	0	0	0	0	0	0	0.459	0.459
EGF	IL9	9606.ENSP00000265171	9606.ENSP00000274520	0	0	0	0	0	0	0	0.464	0.463
EGF	WNT2B	9606.ENSP00000265171	9606.ENSP00000358698	0	0	0	0	0.053	0.105	0	0.423	0.469
EGF	WNT4	9606.ENSP00000265171	9606.ENSP00000290167	0	0	0	0	0.053	0.105	0	0.425	0.470
EGF	NCAM1	9606.ENSP00000265171	9606.ENSP00000480132	0	0	0	0	0.062	0	0	0.482	0.493
EGF	VAV1	9606.ENSP00000265171	9606.ENSP00000472929	0	0	0	0	0	0.058	0	0.486	0.495
EGF	IFNA1	9606.ENSP00000265171	9606.ENSP00000276927	0	0	0	0	0	0	0	0.505	0.505
EGF	ITGAM	9606.ENSP00000265171	9606.ENSP00000441691	0	0	0	0	0	0	0	0.508	0.508
EGF	TLR4	9606.ENSP00000265171	9606.ENSP00000363089	0	0	0	0	0	0.056	0	0.507	0.514
EGF	WNT11	9606.ENSP00000265171	9606.ENSP00000325526	0	0	0	0	0.053	0.105	0	0.473	0.515
EGF	STAT5A	9606.ENSP00000265171	9606.ENSP00000341208	0	0	0	0	0	0	0	0.549	0.549
EGF	MAPK8	9606.ENSP00000265171	9606.ENSP00000378974	0	0	0	0	0.061	0.076	0	0.523	0.549
EGF	VCAM1	9606.ENSP00000265171	9606.ENSP00000294728	0	0	0	0	0	0	0	0.557	0.557
EGF	LEP	9606.ENSP00000265171	9606.ENSP00000312652	0	0	0	0	0	0	0	0.557	0.557
EGF	IL3	9606.ENSP00000265171	9606.ENSP00000296870	0	0	0	0	0	0	0	0.560	0.560
EGF	IL17A	9606.ENSP00000265171	9606.ENSP00000344192	0	0	0	0	0	0	0	0.566	0.566
EGF	JAK2	9606.ENSP00000265171	9606.ENSP00000371067	0	0	0	0	0	0.056	0	0.579	0.586
EGF	IL21R	9606.ENSP00000265171	9606.ENSP00000338010	0	0	0	0	0	0	0.600	0	0.600
EGF	STAT5B	9606.ENSP00000265171	9606.ENSP00000293328	0	0	0	0	0	0	0	0.605	0.605
EGF	PTPRC	9606.ENSP00000265171	9606.ENSP00000411355	0	0	0	0	0	0.060	0	0.612	0.619
EGF	IL10RB	9606.ENSP00000265171	9606.ENSP00000290200	0	0	0	0	0	0	0.600	0.099	0.624
EGF	IL15	9606.ENSP00000265171	9606.ENSP00000296545	0	0	0	0	0	0	0	0.626	0.626
EGF	IL12RB1	9606.ENSP00000265171	9606.ENSP00000470788	0	0	0	0	0	0	0.600	0.107	0.627
EGF	IL5RA	9606.ENSP00000265171	9606.ENSP00000412209	0	0	0	0	0	0	0.600	0.108	0.627
EGF	IL22RA1	9606.ENSP00000265171	9606.ENSP00000270800	0	0	0	0	0	0	0.600	0.108	0.628
EGF	IL23R	9606.ENSP00000265171	9606.ENSP00000321345	0	0	0	0	0	0	0.600	0.119	0.632
EGF	IL3RA	9606.ENSP00000265171	9606.ENSP00000327890	0	0	0	0	0	0	0.600	0.142	0.642
EGF	PTGS2	9606.ENSP00000265171	9606.ENSP00000356438	0	0	0	0	0.062	0.069	0	0.623	0.642
EGF	IFNAR2	9606.ENSP00000265171	9606.ENSP00000343957	0	0	0	0	0	0	0.600	0.155	0.647
EGF	IFNGR1	9606.ENSP00000265171	9606.ENSP00000356713	0	0	0	0	0	0	0.600	0.161	0.650
EGF	IL7R	9606.ENSP00000265171	9606.ENSP00000306157	0	0	0	0	0	0	0.600	0.181	0.658
EGF	IFNAR1	9606.ENSP00000265171	9606.ENSP00000270139	0	0	0	0	0	0	0.600	0.181	0.658
EGF	IL2RG	9606.ENSP00000265171	9606.ENSP00000363318	0	0	0	0	0	0	0.600	0.205	0.668
EGF	IL4R	9606.ENSP00000265171	9606.ENSP00000379111	0	0	0	0	0	0	0.600	0.211	0.670
EGF	IL10	9606.ENSP00000265171	9606.ENSP00000412237	0	0	0	0	0	0	0	0.676	0.676
EGF	IL6ST	9606.ENSP00000265171	9606.ENSP00000370698	0	0	0	0	0	0.067	0.600	0.217	0.682
EGF	PECAM1	9606.ENSP00000265171	9606.ENSP00000457421	0	0	0	0	0	0	0	0.686	0.686
EGF	PTPN6	9606.ENSP00000265171	9606.ENSP00000391592	0	0	0	0	0	0.060	0	0.690	0.696
EGF	IL13	9606.ENSP00000265171	9606.ENSP00000304915	0	0	0	0	0	0	0	0.707	0.707
EGF	IL2RA	9606.ENSP00000265171	9606.ENSP00000369293	0	0	0	0	0	0	0.600	0.336	0.723
EGF	MMP9	9606.ENSP00000265171	9606.ENSP00000361405	0	0	0	0	0	0	0	0.728	0.728
EGF	IL6R	9606.ENSP00000265171	9606.ENSP00000357470	0	0	0	0	0	0	0.600	0.362	0.734
EGF	IL6	9606.ENSP00000265171	9606.ENSP00000385675	0	0	0	0	0	0	0	0.763	0.763
EGF	TNF	9606.ENSP00000265171	9606.ENSP00000398698	0	0	0	0	0	0.059	0	0.783	0.787
EGF	FN1	9606.ENSP00000265171	9606.ENSP00000346839	0	0	0	0	0	0	0	0.838	0.838
EGF	VEGFA	9606.ENSP00000265171	9606.ENSP00000478570	0	0	0	0	0	0	0	0.878	0.878
EGF	UBE2D2	9606.ENSP00000265171	9606.ENSP00000381717	0	0	0	0	0	0	0.900	0.108	0.906
EGF	PDGFB	9606.ENSP00000265171	9606.ENSP00000330382	0	0	0	0	0.062	0	0.800	0.558	0.909
EGF	KIT	9606.ENSP00000265171	9606.ENSP00000288135	0	0	0	0	0	0.057	0.800	0.630	0.924
EGF	LCK	9606.ENSP00000265171	9606.ENSP00000337825	0	0	0	0	0	0.056	0.900	0.391	0.937
EGF	LYN	9606.ENSP00000265171	9606.ENSP00000428924	0	0	0	0	0	0.056	0.900	0.415	0.939
EGF	SOS1	9606.ENSP00000265171	9606.ENSP00000387784	0	0	0	0	0	0	0.900	0.469	0.944
EGF	JAK1	9606.ENSP00000265171	9606.ENSP00000343204	0	0	0	0	0	0.056	0.900	0.466	0.945
EGF	FYN	9606.ENSP00000265171	9606.ENSP00000346671	0	0	0	0	0	0.056	0.900	0.525	0.951
EGF	STAT1	9606.ENSP00000265171	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.585	0.956
EGF	PIK3R1	9606.ENSP00000265171	9606.ENSP00000428056	0	0	0	0	0	0.270	0.900	0.461	0.957
EGF	ITGB1	9606.ENSP00000265171	9606.ENSP00000379350	0	0	0	0	0	0.064	0.900	0.665	0.965
EGF	PTPN11	9606.ENSP00000265171	9606.ENSP00000340944	0	0	0	0	0	0.060	0.900	0.729	0.972
EGF	IGF1	9606.ENSP00000265171	9606.ENSP00000302665	0	0	0	0	0	0	0.800	0.873	0.973
EGF	INS	9606.ENSP00000265171	9606.ENSP00000380432	0	0	0	0	0	0	0.800	0.902	0.979
EGF	SRC	9606.ENSP00000265171	9606.ENSP00000362680	0	0	0	0	0	0.056	0.900	0.865	0.986
EGF	SHC1	9606.ENSP00000265171	9606.ENSP00000401303	0	0	0	0	0	0.270	0.900	0.834	0.986
EGF	GRB2	9606.ENSP00000265171	9606.ENSP00000376345	0	0	0	0	0	0.225	0.900	0.980	0.998
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.160	0.982	0.900	0.991	0.999
EGFR	LCP2	9606.ENSP00000275493	9606.ENSP00000046794	0	0	0	0	0	0.642	0	0.159	0.686
EGFR	TNFRSF1A	9606.ENSP00000275493	9606.ENSP00000162749	0	0	0	0	0.062	0.642	0	0.582	0.847
EGFR	OSM	9606.ENSP00000275493	9606.ENSP00000215781	0	0	0	0	0	0	0.600	0.430	0.762
EGFR	MAPK1	9606.ENSP00000275493	9606.ENSP00000215832	0	0	0	0.577	0	0.440	0.900	0.832	0.962
EGFR	GZMB	9606.ENSP00000275493	9606.ENSP00000216341	0	0	0	0	0	0	0	0.410	0.410
EGFR	TIMP1	9606.ENSP00000275493	9606.ENSP00000218388	0	0	0	0	0.062	0	0	0.504	0.514
EGFR	STUB1	9606.ENSP00000275493	9606.ENSP00000219548	0	0	0	0	0	0.793	0	0.460	0.883
EGFR	HGF	9606.ENSP00000275493	9606.ENSP00000222390	0	0	0	0	0.062	0	0.600	0.806	0.921
EGFR	WNT16	9606.ENSP00000275493	9606.ENSP00000222462	0	0	0	0	0.062	0.212	0	0.280	0.422
EGFR	WNT3	9606.ENSP00000275493	9606.ENSP00000225512	0	0	0	0	0	0.212	0	0.396	0.504
EGFR	NFKB1	9606.ENSP00000275493	9606.ENSP00000226574	0	0	0	0	0	0.063	0	0.399	0.413
EGFR	IL2	9606.ENSP00000275493	9606.ENSP00000226730	0	0	0	0	0	0	0.600	0.556	0.815
