"tensor(3.6716, device='cuda:0')","tensor(-2.5060, device='cuda:0')","tensor(0.1767, device='cuda:0')"
"tensor(-5.5106, device='cuda:0')","tensor(5.7372, device='cuda:0')","tensor(-1.3631, device='cuda:0')"
"tensor(-5.4419, device='cuda:0')","tensor(6.0070, device='cuda:0')","tensor(-1.8633, device='cuda:0')"
"tensor(-5.9852, device='cuda:0')","tensor(6.1800, device='cuda:0')","tensor(-1.3955, device='cuda:0')"
"tensor(-6.0919, device='cuda:0')","tensor(6.2432, device='cuda:0')","tensor(-1.3831, device='cuda:0')"
"tensor(-5.4267, device='cuda:0')","tensor(5.7612, device='cuda:0')","tensor(-1.5259, device='cuda:0')"
"tensor(-4.0635, device='cuda:0')","tensor(4.6053, device='cuda:0')","tensor(-1.5479, device='cuda:0')"
"tensor(-3.8252, device='cuda:0')","tensor(4.0077, device='cuda:0')","tensor(-0.8634, device='cuda:0')"
"tensor(-2.4958, device='cuda:0')","tensor(2.4274, device='cuda:0')","tensor(0.4720, device='cuda:0')"
"tensor(-4.9016, device='cuda:0')","tensor(5.4795, device='cuda:0')","tensor(-1.7285, device='cuda:0')"
"tensor(-4.9467, device='cuda:0')","tensor(5.3449, device='cuda:0')","tensor(-1.5173, device='cuda:0')"
"tensor(-4.2882, device='cuda:0')","tensor(4.9069, device='cuda:0')","tensor(-1.3238, device='cuda:0')"
"tensor(-4.8565, device='cuda:0')","tensor(5.1747, device='cuda:0')","tensor(-1.3524, device='cuda:0')"
"tensor(-4.8984, device='cuda:0')","tensor(5.2848, device='cuda:0')","tensor(-1.4636, device='cuda:0')"
"tensor(-4.8748, device='cuda:0')","tensor(5.6227, device='cuda:0')","tensor(-2.4811, device='cuda:0')"
"tensor(-5.4942, device='cuda:0')","tensor(5.5922, device='cuda:0')","tensor(-1.1595, device='cuda:0')"
"tensor(-5.4125, device='cuda:0')","tensor(5.4594, device='cuda:0')","tensor(-1.0811, device='cuda:0')"
"tensor(-5.7350, device='cuda:0')","tensor(6.2275, device='cuda:0')","tensor(-1.8465, device='cuda:0')"
"tensor(-0.6141, device='cuda:0')","tensor(1.2231, device='cuda:0')","tensor(-0.2591, device='cuda:0')"
"tensor(-5.4387, device='cuda:0')","tensor(5.8901, device='cuda:0')","tensor(-1.6651, device='cuda:0')"
"tensor(-4.2442, device='cuda:0')","tensor(4.7097, device='cuda:0')","tensor(-1.4366, device='cuda:0')"
"tensor(-5.3952, device='cuda:0')","tensor(5.7853, device='cuda:0')","tensor(-1.5937, device='cuda:0')"
"tensor(-6.0653, device='cuda:0')","tensor(5.4891, device='cuda:0')","tensor(-0.2278, device='cuda:0')"
"tensor(-5.2358, device='cuda:0')","tensor(5.7774, device='cuda:0')","tensor(-1.8279, device='cuda:0')"
"tensor(-3.9932, device='cuda:0')","tensor(4.5979, device='cuda:0')","tensor(-1.7158, device='cuda:0')"
"tensor(-5.0817, device='cuda:0')","tensor(5.1013, device='cuda:0')","tensor(-1.0017, device='cuda:0')"
"tensor(-4.6259, device='cuda:0')","tensor(5.0795, device='cuda:0')","tensor(-1.4166, device='cuda:0')"
"tensor(-5.3117, device='cuda:0')","tensor(5.5552, device='cuda:0')","tensor(-1.4224, device='cuda:0')"
"tensor(-0.6988, device='cuda:0')","tensor(1.6711, device='cuda:0')","tensor(-0.4423, device='cuda:0')"
"tensor(-4.0987, device='cuda:0')","tensor(3.5976, device='cuda:0')","tensor(0.5861, device='cuda:0')"
"tensor(-5.6892, device='cuda:0')","tensor(6.1462, device='cuda:0')","tensor(-1.7643, device='cuda:0')"
"tensor(-5.3596, device='cuda:0')","tensor(5.8090, device='cuda:0')","tensor(-1.7113, device='cuda:0')"
"tensor(-6.1819, device='cuda:0')","tensor(6.3115, device='cuda:0')","tensor(-1.3870, device='cuda:0')"
"tensor(-5.0938, device='cuda:0')","tensor(5.1852, device='cuda:0')","tensor(-1.1494, device='cuda:0')"
"tensor(-5.1537, device='cuda:0')","tensor(4.5417, device='cuda:0')","tensor(-0.2916, device='cuda:0')"
"tensor(-5.4488, device='cuda:0')","tensor(4.9865, device='cuda:0')","tensor(-0.5601, device='cuda:0')"
"tensor(-5.2336, device='cuda:0')","tensor(5.4932, device='cuda:0')","tensor(-1.3916, device='cuda:0')"
"tensor(-0.7811, device='cuda:0')","tensor(0.9122, device='cuda:0')","tensor(0.9080, device='cuda:0')"
"tensor(-4.6832, device='cuda:0')","tensor(5.2120, device='cuda:0')","tensor(-1.2316, device='cuda:0')"
"tensor(-5.4168, device='cuda:0')","tensor(5.6824, device='cuda:0')","tensor(-1.4456, device='cuda:0')"
"tensor(-4.7938, device='cuda:0')","tensor(5.0179, device='cuda:0')","tensor(-1.2588, device='cuda:0')"
"tensor(-5.2041, device='cuda:0')","tensor(5.5477, device='cuda:0')","tensor(-1.4410, device='cuda:0')"
"tensor(-5.2168, device='cuda:0')","tensor(5.5768, device='cuda:0')","tensor(-1.5259, device='cuda:0')"
"tensor(-4.9784, device='cuda:0')","tensor(5.3697, device='cuda:0')","tensor(-1.5342, device='cuda:0')"
"tensor(-5.0644, device='cuda:0')","tensor(5.3844, device='cuda:0')","tensor(-1.3788, device='cuda:0')"
"tensor(-5.4042, device='cuda:0')","tensor(5.6262, device='cuda:0')","tensor(-1.3348, device='cuda:0')"
"tensor(-5.4281, device='cuda:0')","tensor(5.8365, device='cuda:0')","tensor(-1.6234, device='cuda:0')"
"tensor(-5.0849, device='cuda:0')","tensor(5.3424, device='cuda:0')","tensor(-1.3371, device='cuda:0')"
"tensor(-4.3892, device='cuda:0')","tensor(4.7455, device='cuda:0')","tensor(-0.9618, device='cuda:0')"
"tensor(-1.8156, device='cuda:0')","tensor(2.1433, device='cuda:0')","tensor(0.4960, device='cuda:0')"
"tensor(-4.5455, device='cuda:0')","tensor(5.3049, device='cuda:0')","tensor(-2.0260, device='cuda:0')"
"tensor(-5.8903, device='cuda:0')","tensor(5.8615, device='cuda:0')","tensor(-1.2359, device='cuda:0')"
"tensor(1.7360, device='cuda:0')","tensor(-0.5019, device='cuda:0')","tensor(-0.7400, device='cuda:0')"
"tensor(-6.5874, device='cuda:0')","tensor(6.7103, device='cuda:0')","tensor(-1.3909, device='cuda:0')"
"tensor(-4.6658, device='cuda:0')","tensor(4.8970, device='cuda:0')","tensor(-1.6603, device='cuda:0')"
"tensor(-6.4392, device='cuda:0')","tensor(6.8770, device='cuda:0')","tensor(-1.9177, device='cuda:0')"
"tensor(-2.3095, device='cuda:0')","tensor(2.7264, device='cuda:0')","tensor(0.0007, device='cuda:0')"
"tensor(-4.0442, device='cuda:0')","tensor(4.5610, device='cuda:0')","tensor(-1.5112, device='cuda:0')"
"tensor(-6.1901, device='cuda:0')","tensor(6.0254, device='cuda:0')","tensor(-0.8019, device='cuda:0')"
"tensor(-6.2765, device='cuda:0')","tensor(6.4874, device='cuda:0')","tensor(-1.4587, device='cuda:0')"
"tensor(-5.4421, device='cuda:0')","tensor(5.5680, device='cuda:0')","tensor(-1.1953, device='cuda:0')"
"tensor(-5.2515, device='cuda:0')","tensor(4.7207, device='cuda:0')","tensor(-0.2696, device='cuda:0')"
"tensor(-5.1900, device='cuda:0')","tensor(5.1210, device='cuda:0')","tensor(-1.1575, device='cuda:0')"
"tensor(-4.3558, device='cuda:0')","tensor(4.2048, device='cuda:0')","tensor(-1.1073, device='cuda:0')"
"tensor(-6.7097, device='cuda:0')","tensor(5.9161, device='cuda:0')","tensor(-0.4861, device='cuda:0')"
"tensor(-5.3817, device='cuda:0')","tensor(4.7712, device='cuda:0')","tensor(-0.4963, device='cuda:0')"
"tensor(-2.4492, device='cuda:0')","tensor(2.0469, device='cuda:0')","tensor(0.5328, device='cuda:0')"
"tensor(-5.6843, device='cuda:0')","tensor(5.9520, device='cuda:0')","tensor(-1.4676, device='cuda:0')"
"tensor(-5.2511, device='cuda:0')","tensor(4.6631, device='cuda:0')","tensor(-0.3912, device='cuda:0')"
"tensor(-5.6257, device='cuda:0')","tensor(5.9989, device='cuda:0')","tensor(-1.7131, device='cuda:0')"
"tensor(-4.6699, device='cuda:0')","tensor(4.0989, device='cuda:0')","tensor(-0.3019, device='cuda:0')"
"tensor(-5.4227, device='cuda:0')","tensor(5.5493, device='cuda:0')","tensor(-1.1813, device='cuda:0')"
"tensor(-5.5676, device='cuda:0')","tensor(6.1651, device='cuda:0')","tensor(-1.8589, device='cuda:0')"
"tensor(-6.1352, device='cuda:0')","tensor(6.2811, device='cuda:0')","tensor(-1.4017, device='cuda:0')"
"tensor(-6.1192, device='cuda:0')","tensor(6.2639, device='cuda:0')","tensor(-1.3989, device='cuda:0')"
"tensor(-3.6544, device='cuda:0')","tensor(3.5376, device='cuda:0')","tensor(0.1025, device='cuda:0')"
"tensor(-5.3712, device='cuda:0')","tensor(5.5989, device='cuda:0')","tensor(-1.3516, device='cuda:0')"
"tensor(-5.2126, device='cuda:0')","tensor(5.4087, device='cuda:0')","tensor(-1.2606, device='cuda:0')"
"tensor(-3.5455, device='cuda:0')","tensor(3.7837, device='cuda:0')","tensor(-1.2307, device='cuda:0')"
"tensor(-2.0148, device='cuda:0')","tensor(2.9830, device='cuda:0')","tensor(-2.2026, device='cuda:0')"
"tensor(-5.4382, device='cuda:0')","tensor(5.9483, device='cuda:0')","tensor(-1.7665, device='cuda:0')"
"tensor(-5.2948, device='cuda:0')","tensor(5.2877, device='cuda:0')","tensor(-0.9860, device='cuda:0')"
"tensor(-4.1449, device='cuda:0')","tensor(4.3827, device='cuda:0')","tensor(-1.2388, device='cuda:0')"
"tensor(-5.6113, device='cuda:0')","tensor(6.0843, device='cuda:0')","tensor(-1.7696, device='cuda:0')"
"tensor(-3.4747, device='cuda:0')","tensor(3.7646, device='cuda:0')","tensor(-0.1101, device='cuda:0')"
"tensor(-6.6178, device='cuda:0')","tensor(5.3904, device='cuda:0')","tensor(0.3567, device='cuda:0')"
"tensor(-4.7046, device='cuda:0')","tensor(4.2296, device='cuda:0')","tensor(-0.2911, device='cuda:0')"
"tensor(-6.2700, device='cuda:0')","tensor(6.1933, device='cuda:0')","tensor(-1.0316, device='cuda:0')"
"tensor(-4.4559, device='cuda:0')","tensor(4.2845, device='cuda:0')","tensor(0.2203, device='cuda:0')"
"tensor(-4.6771, device='cuda:0')","tensor(3.6333, device='cuda:0')","tensor(0.9431, device='cuda:0')"
"tensor(-6.3366, device='cuda:0')","tensor(5.3542, device='cuda:0')","tensor(0.2348, device='cuda:0')"
"tensor(-5.2421, device='cuda:0')","tensor(4.6543, device='cuda:0')","tensor(-0.1652, device='cuda:0')"
"tensor(-5.9751, device='cuda:0')","tensor(5.8152, device='cuda:0')","tensor(-0.9286, device='cuda:0')"
"tensor(-5.6903, device='cuda:0')","tensor(3.9036, device='cuda:0')","tensor(1.4230, device='cuda:0')"
"tensor(-3.8115, device='cuda:0')","tensor(2.9133, device='cuda:0')","tensor(1.3527, device='cuda:0')"
"tensor(-5.5325, device='cuda:0')","tensor(3.5342, device='cuda:0')","tensor(2.4777, device='cuda:0')"
"tensor(-6.2144, device='cuda:0')","tensor(5.1276, device='cuda:0')","tensor(0.1713, device='cuda:0')"
"tensor(-3.6713, device='cuda:0')","tensor(3.5156, device='cuda:0')","tensor(-0.4472, device='cuda:0')"
"tensor(-4.7905, device='cuda:0')","tensor(2.7047, device='cuda:0')","tensor(2.0896, device='cuda:0')"
"tensor(-4.9198, device='cuda:0')","tensor(4.4869, device='cuda:0')","tensor(0.5895, device='cuda:0')"
"tensor(-4.3092, device='cuda:0')","tensor(3.7440, device='cuda:0')","tensor(0.0340, device='cuda:0')"
"tensor(-3.5465, device='cuda:0')","tensor(3.2892, device='cuda:0')","tensor(-0.1577, device='cuda:0')"
"tensor(-4.0492, device='cuda:0')","tensor(1.9909, device='cuda:0')","tensor(3.1445, device='cuda:0')"
"tensor(-5.2747, device='cuda:0')","tensor(5.3801, device='cuda:0')","tensor(-1.1841, device='cuda:0')"
"tensor(-6.5296, device='cuda:0')","tensor(4.3103, device='cuda:0')","tensor(2.6241, device='cuda:0')"
"tensor(-5.0471, device='cuda:0')","tensor(4.0876, device='cuda:0')","tensor(0.5273, device='cuda:0')"
"tensor(-4.9738, device='cuda:0')","tensor(5.4705, device='cuda:0')","tensor(-1.5735, device='cuda:0')"
"tensor(-2.7743, device='cuda:0')","tensor(1.8640, device='cuda:0')","tensor(1.1038, device='cuda:0')"
"tensor(-4.9182, device='cuda:0')","tensor(2.9671, device='cuda:0')","tensor(2.9065, device='cuda:0')"
"tensor(-6.2270, device='cuda:0')","tensor(4.3603, device='cuda:0')","tensor(1.4249, device='cuda:0')"
"tensor(-5.5737, device='cuda:0')","tensor(4.5374, device='cuda:0')","tensor(0.6813, device='cuda:0')"
"tensor(-5.5866, device='cuda:0')","tensor(5.0623, device='cuda:0')","tensor(-0.5151, device='cuda:0')"
"tensor(-4.9809, device='cuda:0')","tensor(3.7729, device='cuda:0')","tensor(1.0637, device='cuda:0')"
"tensor(-5.5229, device='cuda:0')","tensor(5.5312, device='cuda:0')","tensor(-0.9858, device='cuda:0')"
"tensor(-5.8709, device='cuda:0')","tensor(4.6835, device='cuda:0')","tensor(0.5209, device='cuda:0')"
"tensor(-3.2881, device='cuda:0')","tensor(3.3424, device='cuda:0')","tensor(0.1802, device='cuda:0')"
"tensor(-5.0032, device='cuda:0')","tensor(4.4564, device='cuda:0')","tensor(0.0217, device='cuda:0')"
"tensor(-5.4899, device='cuda:0')","tensor(5.0621, device='cuda:0')","tensor(-0.4086, device='cuda:0')"
"tensor(-5.1134, device='cuda:0')","tensor(4.2392, device='cuda:0')","tensor(1.0727, device='cuda:0')"
"tensor(-5.4921, device='cuda:0')","tensor(5.0661, device='cuda:0')","tensor(-0.4137, device='cuda:0')"
"tensor(-6.9761, device='cuda:0')","tensor(5.4524, device='cuda:0')","tensor(0.8840, device='cuda:0')"
"tensor(-5.1821, device='cuda:0')","tensor(5.6261, device='cuda:0')","tensor(-1.7075, device='cuda:0')"
"tensor(-5.4562, device='cuda:0')","tensor(5.0191, device='cuda:0')","tensor(-0.3724, device='cuda:0')"
"tensor(-7.0227, device='cuda:0')","tensor(5.5050, device='cuda:0')","tensor(0.6296, device='cuda:0')"
"tensor(-4.2536, device='cuda:0')","tensor(3.4984, device='cuda:0')","tensor(0.2111, device='cuda:0')"
"tensor(-3.7132, device='cuda:0')","tensor(2.7638, device='cuda:0')","tensor(0.2917, device='cuda:0')"
"tensor(-4.1275, device='cuda:0')","tensor(1.7339, device='cuda:0')","tensor(3.8447, device='cuda:0')"
"tensor(-3.9598, device='cuda:0')","tensor(2.8917, device='cuda:0')","tensor(0.7414, device='cuda:0')"
"tensor(-2.7392, device='cuda:0')","tensor(0.8108, device='cuda:0')","tensor(3.2720, device='cuda:0')"
"tensor(-5.1789, device='cuda:0')","tensor(5.4492, device='cuda:0')","tensor(-1.4962, device='cuda:0')"
"tensor(-4.3981, device='cuda:0')","tensor(2.2873, device='cuda:0')","tensor(3.0023, device='cuda:0')"
"tensor(-5.5637, device='cuda:0')","tensor(5.5693, device='cuda:0')","tensor(-1.0159, device='cuda:0')"
"tensor(-3.2393, device='cuda:0')","tensor(1.9066, device='cuda:0')","tensor(2.4716, device='cuda:0')"
"tensor(-5.3150, device='cuda:0')","tensor(3.6127, device='cuda:0')","tensor(1.2515, device='cuda:0')"
"tensor(-5.6665, device='cuda:0')","tensor(5.5580, device='cuda:0')","tensor(-0.9436, device='cuda:0')"
"tensor(-2.4380, device='cuda:0')","tensor(1.1696, device='cuda:0')","tensor(2.8180, device='cuda:0')"
"tensor(-5.3203, device='cuda:0')","tensor(4.8338, device='cuda:0')","tensor(-0.0989, device='cuda:0')"
"tensor(-4.6743, device='cuda:0')","tensor(3.7524, device='cuda:0')","tensor(0.9920, device='cuda:0')"
"tensor(-4.3414, device='cuda:0')","tensor(3.2345, device='cuda:0')","tensor(0.8761, device='cuda:0')"
"tensor(-4.7644, device='cuda:0')","tensor(2.0754, device='cuda:0')","tensor(3.2584, device='cuda:0')"
"tensor(-3.8023, device='cuda:0')","tensor(3.6680, device='cuda:0')","tensor(0.4042, device='cuda:0')"
"tensor(-6.3369, device='cuda:0')","tensor(5.6983, device='cuda:0')","tensor(-0.0491, device='cuda:0')"
"tensor(-4.3739, device='cuda:0')","tensor(4.4255, device='cuda:0')","tensor(-0.8101, device='cuda:0')"
"tensor(-3.7445, device='cuda:0')","tensor(3.1812, device='cuda:0')","tensor(0.0999, device='cuda:0')"
"tensor(-6.5865, device='cuda:0')","tensor(6.2775, device='cuda:0')","tensor(-0.8035, device='cuda:0')"
"tensor(-4.9176, device='cuda:0')","tensor(5.2761, device='cuda:0')","tensor(-1.4402, device='cuda:0')"
"tensor(-4.8947, device='cuda:0')","tensor(4.8066, device='cuda:0')","tensor(-0.5406, device='cuda:0')"
"tensor(-5.8865, device='cuda:0')","tensor(4.3163, device='cuda:0')","tensor(1.0470, device='cuda:0')"
"tensor(-6.6229, device='cuda:0')","tensor(6.1637, device='cuda:0')","tensor(-0.2729, device='cuda:0')"
"tensor(-3.9346, device='cuda:0')","tensor(3.2338, device='cuda:0')","tensor(0.5929, device='cuda:0')"
"tensor(-5.9311, device='cuda:0')","tensor(5.7869, device='cuda:0')","tensor(-0.2839, device='cuda:0')"
"tensor(-8.1487, device='cuda:0')","tensor(7.7250, device='cuda:0')","tensor(-1.0241, device='cuda:0')"
"tensor(-4.9636, device='cuda:0')","tensor(5.2835, device='cuda:0')","tensor(-1.1329, device='cuda:0')"
"tensor(-5.5966, device='cuda:0')","tensor(4.6749, device='cuda:0')","tensor(0.2543, device='cuda:0')"
"tensor(-3.7379, device='cuda:0')","tensor(3.4612, device='cuda:0')","tensor(-0.5167, device='cuda:0')"
"tensor(-5.5188, device='cuda:0')","tensor(5.0662, device='cuda:0')","tensor(-0.7730, device='cuda:0')"
"tensor(-5.2227, device='cuda:0')","tensor(5.4238, device='cuda:0')","tensor(-1.2769, device='cuda:0')"
"tensor(-2.5294, device='cuda:0')","tensor(3.0550, device='cuda:0')","tensor(-0.5591, device='cuda:0')"
"tensor(-1.0957, device='cuda:0')","tensor(1.4161, device='cuda:0')","tensor(0.0231, device='cuda:0')"
"tensor(-6.1078, device='cuda:0')","tensor(4.8131, device='cuda:0')","tensor(0.8322, device='cuda:0')"
"tensor(-5.2908, device='cuda:0')","tensor(4.7845, device='cuda:0')","tensor(-0.3717, device='cuda:0')"
"tensor(-6.9080, device='cuda:0')","tensor(5.2475, device='cuda:0')","tensor(0.6903, device='cuda:0')"
"tensor(1.6914, device='cuda:0')","tensor(-1.6849, device='cuda:0')","tensor(1.3724, device='cuda:0')"
"tensor(-1.6087, device='cuda:0')","tensor(2.1518, device='cuda:0')","tensor(-0.3153, device='cuda:0')"
"tensor(-5.2532, device='cuda:0')","tensor(4.9452, device='cuda:0')","tensor(-0.5110, device='cuda:0')"
"tensor(-4.1954, device='cuda:0')","tensor(4.1436, device='cuda:0')","tensor(-0.6522, device='cuda:0')"
"tensor(-5.1810, device='cuda:0')","tensor(4.8213, device='cuda:0')","tensor(-0.0908, device='cuda:0')"
"tensor(-5.5176, device='cuda:0')","tensor(5.5106, device='cuda:0')","tensor(-0.9631, device='cuda:0')"
"tensor(-6.0472, device='cuda:0')","tensor(5.8366, device='cuda:0')","tensor(-1.2470, device='cuda:0')"
"tensor(-7.4038, device='cuda:0')","tensor(7.0839, device='cuda:0')","tensor(-0.9663, device='cuda:0')"
"tensor(-4.8941, device='cuda:0')","tensor(4.6607, device='cuda:0')","tensor(-0.7286, device='cuda:0')"
"tensor(-4.0996, device='cuda:0')","tensor(4.1029, device='cuda:0')","tensor(-0.4957, device='cuda:0')"
"tensor(-5.4670, device='cuda:0')","tensor(5.8897, device='cuda:0')","tensor(-1.8047, device='cuda:0')"
"tensor(-4.1130, device='cuda:0')","tensor(3.2183, device='cuda:0')","tensor(1.0792, device='cuda:0')"
"tensor(-5.5378, device='cuda:0')","tensor(5.0766, device='cuda:0')","tensor(-0.5477, device='cuda:0')"
"tensor(-5.0969, device='cuda:0')","tensor(4.1965, device='cuda:0')","tensor(0.3725, device='cuda:0')"
"tensor(-5.9895, device='cuda:0')","tensor(5.7980, device='cuda:0')","tensor(-0.8824, device='cuda:0')"
"tensor(-4.1234, device='cuda:0')","tensor(3.6109, device='cuda:0')","tensor(0.0916, device='cuda:0')"
"tensor(-5.2530, device='cuda:0')","tensor(4.2902, device='cuda:0')","tensor(0.5780, device='cuda:0')"
"tensor(-5.0378, device='cuda:0')","tensor(5.5341, device='cuda:0')","tensor(-1.7184, device='cuda:0')"
"tensor(-7.1887, device='cuda:0')","tensor(5.9526, device='cuda:0')","tensor(0.2033, device='cuda:0')"
"tensor(-2.2654, device='cuda:0')","tensor(1.9377, device='cuda:0')","tensor(0.6343, device='cuda:0')"
"tensor(-5.8885, device='cuda:0')","tensor(6.0918, device='cuda:0')","tensor(-1.4299, device='cuda:0')"
"tensor(-3.5621, device='cuda:0')","tensor(3.1282, device='cuda:0')","tensor(0.1548, device='cuda:0')"
"tensor(-0.2419, device='cuda:0')","tensor(-0.8113, device='cuda:0')","tensor(2.7387, device='cuda:0')"
"tensor(-4.5546, device='cuda:0')","tensor(4.1004, device='cuda:0')","tensor(0.0269, device='cuda:0')"
"tensor(-5.5314, device='cuda:0')","tensor(4.5713, device='cuda:0')","tensor(0.2864, device='cuda:0')"
"tensor(-6.1511, device='cuda:0')","tensor(3.8254, device='cuda:0')","tensor(2.8369, device='cuda:0')"
"tensor(-4.4621, device='cuda:0')","tensor(3.0505, device='cuda:0')","tensor(1.6604, device='cuda:0')"
"tensor(-7.3322, device='cuda:0')","tensor(6.4549, device='cuda:0')","tensor(-0.0012, device='cuda:0')"
"tensor(-4.4415, device='cuda:0')","tensor(2.3404, device='cuda:0')","tensor(2.5301, device='cuda:0')"
"tensor(-5.9826, device='cuda:0')","tensor(4.7134, device='cuda:0')","tensor(1.5608, device='cuda:0')"
"tensor(-4.9274, device='cuda:0')","tensor(3.8339, device='cuda:0')","tensor(0.9683, device='cuda:0')"
"tensor(-6.3405, device='cuda:0')","tensor(4.2934, device='cuda:0')","tensor(1.8766, device='cuda:0')"
"tensor(-4.9553, device='cuda:0')","tensor(5.0676, device='cuda:0')","tensor(-1.0600, device='cuda:0')"
"tensor(-6.3993, device='cuda:0')","tensor(6.2852, device='cuda:0')","tensor(-1.0060, device='cuda:0')"
"tensor(-5.0822, device='cuda:0')","tensor(5.3432, device='cuda:0')","tensor(-1.3264, device='cuda:0')"
"tensor(-5.2065, device='cuda:0')","tensor(5.4007, device='cuda:0')","tensor(-1.2576, device='cuda:0')"
"tensor(-4.5334, device='cuda:0')","tensor(3.5218, device='cuda:0')","tensor(0.9521, device='cuda:0')"
"tensor(-3.9644, device='cuda:0')","tensor(1.5651, device='cuda:0')","tensor(3.4324, device='cuda:0')"
"tensor(-4.2704, device='cuda:0')","tensor(4.2915, device='cuda:0')","tensor(-0.8006, device='cuda:0')"
"tensor(-5.5696, device='cuda:0')","tensor(5.3474, device='cuda:0')","tensor(-0.6247, device='cuda:0')"
"tensor(-4.8199, device='cuda:0')","tensor(4.5803, device='cuda:0')","tensor(-0.6752, device='cuda:0')"
"tensor(-4.8246, device='cuda:0')","tensor(3.7317, device='cuda:0')","tensor(0.4932, device='cuda:0')"
"tensor(-5.4286, device='cuda:0')","tensor(6.0374, device='cuda:0')","tensor(-1.9300, device='cuda:0')"
"tensor(-4.8725, device='cuda:0')","tensor(5.1287, device='cuda:0')","tensor(-1.3224, device='cuda:0')"
"tensor(1.9155, device='cuda:0')","tensor(-0.3610, device='cuda:0')","tensor(-0.9624, device='cuda:0')"
"tensor(-5.6656, device='cuda:0')","tensor(5.9630, device='cuda:0')","tensor(-1.3733, device='cuda:0')"
"tensor(-5.0572, device='cuda:0')","tensor(4.1901, device='cuda:0')","tensor(0.4125, device='cuda:0')"
"tensor(-3.8171, device='cuda:0')","tensor(4.3092, device='cuda:0')","tensor(-1.4540, device='cuda:0')"
"tensor(-4.5912, device='cuda:0')","tensor(4.8583, device='cuda:0')","tensor(-1.2112, device='cuda:0')"
"tensor(-2.3620, device='cuda:0')","tensor(0.8566, device='cuda:0')","tensor(3.0544, device='cuda:0')"
"tensor(-4.3791, device='cuda:0')","tensor(4.5831, device='cuda:0')","tensor(-0.7768, device='cuda:0')"
"tensor(-5.1325, device='cuda:0')","tensor(4.9889, device='cuda:0')","tensor(-0.7543, device='cuda:0')"
"tensor(-6.2834, device='cuda:0')","tensor(6.0941, device='cuda:0')","tensor(-0.9231, device='cuda:0')"
"tensor(-5.6465, device='cuda:0')","tensor(6.0162, device='cuda:0')","tensor(-1.5767, device='cuda:0')"
"tensor(-4.6116, device='cuda:0')","tensor(4.9332, device='cuda:0')","tensor(-1.3093, device='cuda:0')"
"tensor(-5.1402, device='cuda:0')","tensor(5.1754, device='cuda:0')","tensor(-0.0523, device='cuda:0')"
"tensor(-6.1879, device='cuda:0')","tensor(5.9017, device='cuda:0')","tensor(-0.9778, device='cuda:0')"
"tensor(-7.3409, device='cuda:0')","tensor(7.3136, device='cuda:0')","tensor(-1.2654, device='cuda:0')"
"tensor(-5.4572, device='cuda:0')","tensor(5.6409, device='cuda:0')","tensor(-1.2940, device='cuda:0')"
"tensor(-4.8265, device='cuda:0')","tensor(5.1805, device='cuda:0')","tensor(-1.7582, device='cuda:0')"
"tensor(-4.2512, device='cuda:0')","tensor(4.2042, device='cuda:0')","tensor(-0.6863, device='cuda:0')"
"tensor(-5.1757, device='cuda:0')","tensor(5.3653, device='cuda:0')","tensor(-1.2480, device='cuda:0')"
"tensor(-4.9863, device='cuda:0')","tensor(4.5285, device='cuda:0')","tensor(-0.1516, device='cuda:0')"
"tensor(-5.1191, device='cuda:0')","tensor(5.4330, device='cuda:0')","tensor(-1.4172, device='cuda:0')"
"tensor(-5.6540, device='cuda:0')","tensor(5.8568, device='cuda:0')","tensor(-1.3231, device='cuda:0')"
"tensor(-5.2090, device='cuda:0')","tensor(5.0767, device='cuda:0')","tensor(-0.8168, device='cuda:0')"
"tensor(-4.4432, device='cuda:0')","tensor(3.8337, device='cuda:0')","tensor(0.4233, device='cuda:0')"
"tensor(-5.3365, device='cuda:0')","tensor(4.4544, device='cuda:0')","tensor(1.2146, device='cuda:0')"
"tensor(-5.1629, device='cuda:0')","tensor(5.3545, device='cuda:0')","tensor(-1.2312, device='cuda:0')"
"tensor(-2.5887, device='cuda:0')","tensor(3.1339, device='cuda:0')","tensor(-1.2768, device='cuda:0')"
"tensor(0.0078, device='cuda:0')","tensor(1.2243, device='cuda:0')","tensor(-1.0011, device='cuda:0')"
"tensor(-3.5347, device='cuda:0')","tensor(3.4935, device='cuda:0')","tensor(0.2851, device='cuda:0')"
"tensor(-4.5630, device='cuda:0')","tensor(4.8680, device='cuda:0')","tensor(-1.2665, device='cuda:0')"
"tensor(-3.3468, device='cuda:0')","tensor(3.2158, device='cuda:0')","tensor(0.3893, device='cuda:0')"
"tensor(-4.9529, device='cuda:0')","tensor(5.1325, device='cuda:0')","tensor(-1.2161, device='cuda:0')"
"tensor(-5.1705, device='cuda:0')","tensor(5.3101, device='cuda:0')","tensor(-1.2057, device='cuda:0')"
"tensor(-7.2876, device='cuda:0')","tensor(7.2352, device='cuda:0')","tensor(-1.1995, device='cuda:0')"
"tensor(-5.7644, device='cuda:0')","tensor(6.0678, device='cuda:0')","tensor(-1.4790, device='cuda:0')"
"tensor(-5.3898, device='cuda:0')","tensor(4.9364, device='cuda:0')","tensor(-0.3004, device='cuda:0')"
"tensor(-7.4119, device='cuda:0')","tensor(7.3314, device='cuda:0')","tensor(-1.2522, device='cuda:0')"
